"","X1","X2","FEDENAME","FEDNAME","FEDFNAME","PRNAME"
"132",-79.7763029099342,43.7389785793057,"Brampton North","Brampton North / Brampton-Nord","Brampton-Nord","Ontario"
"133",-79.7564021486491,43.6645901815436,"Brampton South","Brampton South / Brampton-Sud","Brampton-Sud","Ontario"
"134",-79.8267539998118,43.6820509744758,"Brampton West","Brampton West / Brampton-Ouest","Brampton-Ouest","Ontario"
"135",-80.2360118267711,43.1143027504333,"Brantford--Brant","Brantford--Brant","Brantford--Brant","Ontario"
"136",-80.914853999042,44.4932684455532,"Bruce--Grey--Owen Sound","Bruce--Grey--Owen Sound","Bruce--Grey--Owen Sound","Ontario"
"137",-79.8205102565622,43.339465482727,"Burlington","Burlington","Burlington","Ontario"
"138",-80.3492339368563,43.3223941688158,"Cambridge","Cambridge","Cambridge","Ontario"
"139",-82.1873469942065,42.3107154279879,"Chatham-Kent--Leamington","Chatham-Kent--Leamington","Chatham-Kent--Leamington","Ontario"
"140",-79.3329711582613,43.7397179711656,"Don Valley East","Don Valley East / Don Valley-Est","Don Valley-Est","Ontario"
"141",-79.3753619407196,43.7284031818317,"Don Valley West","Don Valley West / Don Valley-Ouest","Don Valley-Ouest","Ontario"
"142",-79.4440448771724,43.6693786780621,"Davenport","Davenport","Davenport","Ontario"
"143",-79.3600166432927,43.7876106099931,"Don Valley North","Don Valley North / Don Valley-Nord","Don Valley-Nord","Ontario"
"144",-79.433832124199,43.7183112223608,"Eglinton--Lawrence","Eglinton--Lawrence","Eglinton--Lawrence","Ontario"
"145",-79.9839685775073,43.2573327525823,"Flamborough--Glanbrook","Flamborough--Glanbrook","Flamborough--Glanbrook","Ontario"
"146",-74.9320641368349,45.430260365989,"Glengarry--Prescott--Russell","Glengarry--Prescott--Russell","Glengarry--Prescott--Russell","Ontario"
"147",-80.2369350298618,43.5327776181942,"Guelph","Guelph","Guelph","Ontario"
"148",-80.1788752713904,42.8590823638171,"Haldimand--Norfolk","Haldimand--Norfolk","Haldimand--Norfolk","Ontario"
"149",-78.6593924728604,44.8277573656704,"Haliburton--Kawartha Lakes--Brock","Haliburton--Kawartha Lakes--Brock","Haliburton--Kawartha Lakes--Brock","Ontario"
"150",-79.8461130487521,43.2685017182873,"Hamilton Centre","Hamilton Centre / Hamilton-Centre","Hamilton-Centre","Ontario"
"151",-79.7406013933443,43.2308167393379,"Hamilton East--Stoney Creek","Hamilton East--Stoney Creek / Hamilton-Est--Stoney Creek","Hamilton-Est--Stoney Creek","Ontario"
"152",-79.8570685989189,43.2165386387604,"Hamilton Mountain","Hamilton Mountain","Hamilton Mountain","Ontario"
"153",-79.9682132234716,43.2354452713484,"Hamilton West--Ancaster--Dundas","Hamilton West--Ancaster--Dundas / Hamilton-Ouest--Ancaster--Dundas","Hamilton-Ouest--Ancaster--Dundas","Ontario"
"154",-73.7744397828498,45.6005314294959,"Marc-Aurèle-Fortin","Marc-Aurèle-Fortin","Marc-Aurèle-Fortin","Quebec / Québec"
"155",-72.7934371316686,45.6562170260397,"Saint-Hyacinthe--Bagot","Saint-Hyacinthe--Bagot","Saint-Hyacinthe--Bagot","Quebec / Québec"
"156",-73.3264966254597,45.2292537328557,"Saint-Jean","Saint-Jean","Saint-Jean","Quebec / Québec"
"157",-73.7126322746962,45.4983368178751,"Saint-Laurent","Saint-Laurent","Saint-Laurent","Quebec / Québec"
"158",-83.4811762844674,48.3814226955556,"Algoma--Manitoulin--Kapuskasing","Algoma--Manitoulin--Kapuskasing","Algoma--Manitoulin--Kapuskasing","Ontario"
"159",-79.4350158759186,43.9467897523672,"Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill","Aurora--Oak Ridges--Richmond Hill","Ontario"
"160",-73.9903157260008,45.8569413772319,"Rivière-du-Nord","Rivière-du-Nord","Rivière-du-Nord","Quebec / Québec"
"161",-73.586854525463,45.5457555056823,"Rosemont--La Petite-Patrie","Rosemont--La Petite-Patrie","Rosemont--La Petite-Patrie","Quebec / Québec"
"162",-79.0275655471685,43.8690701895556,"Ajax","Ajax","Ajax","Ontario"
"163",-79.6168364124645,44.2928852464548,"Barrie--Innisfil","Barrie--Innisfil","Barrie--Innisfil","Ontario"
"164",-77.436011330812,44.7380246516695,"Hastings--Lennox and Addington","Hastings--Lennox and Addington","Hastings--Lennox and Addington","Ontario"
"165",-81.4060116664336,43.8609856845182,"Huron--Bruce","Huron--Bruce","Huron--Bruce","Ontario"
"166",-76.0970712457039,45.3710495085018,"Kanata--Carleton","Kanata--Carleton","Kanata--Carleton","Ontario"
"167",-90.7555464046232,52.7575834137147,"Kenora","Kenora","Kenora","Ontario"
"168",-79.6038861543313,43.9310075044719,"King--Vaughan","King--Vaughan","King--Vaughan","Ontario"
"169",-76.4719476073163,44.2677696344203,"Kingston and the Islands","Kingston and the Islands / Kingston et les Îles","Kingston et les Îles","Ontario"
"170",-80.4706853344603,43.4486822972108,"Kitchener Centre","Kitchener Centre / Kitchener-Centre","Kitchener-Centre","Ontario"
"171",-80.6122632897606,43.5016633617894,"Kitchener--Conestoga","Kitchener--Conestoga","Kitchener--Conestoga","Ontario"
"172",-81.8227274757336,42.8697392544081,"Lambton--Kent--Middlesex","Lambton--Kent--Middlesex","Lambton--Kent--Middlesex","Ontario"
"173",-76.5563158353971,44.8645662594271,"Lanark--Frontenac--Kingston","Lanark--Frontenac--Kingston","Lanark--Frontenac--Kingston","Ontario"
"174",-75.9206259935097,44.6963689407859,"Leeds--Grenville--Thousand Islands and Rideau Lakes","Leeds--Grenville--Thousand Islands and Rideau Lakes / Leeds--Grenville--Thousand Islands et Rideau Lakes","Leeds--Grenville--Thousand Islands et Rideau Lakes","Ontario"
"175",-81.180792709355,42.9925995782713,"London--Fanshawe","London--Fanshawe","London--Fanshawe","Ontario"
"176",-81.3197416146483,42.9738144230342,"London West","London West / London-Ouest","London-Ouest","Ontario"
"177",-79.2987511244525,43.9823538154909,"Markham--Stouffville","Markham--Stouffville","Markham--Stouffville","Ontario"
"178",-79.9338651974737,43.4995144526659,"Milton","Milton","Milton","Ontario"
"179",-79.6062136100363,43.6067020803168,"Mississauga East--Cooksville","Mississauga East--Cooksville / Mississauga-Est--Cooksville","Mississauga-Est--Cooksville","Ontario"
"180",-79.6304406475056,43.5230102602919,"Mississauga--Lakeshore","Mississauga--Lakeshore","Mississauga--Lakeshore","Ontario"
"181",-79.6577221978522,43.6576872942673,"Mississauga--Malton","Mississauga--Malton","Mississauga--Malton","Ontario"
"182",-79.7534206392416,43.5889431668721,"Mississauga--Streetsville","Mississauga--Streetsville","Mississauga--Streetsville","Ontario"
"183",-79.4201090780152,43.8614496134663,"Richmond Hill","Richmond Hill","Richmond Hill","Ontario"
"184",-79.4139756811427,43.6905506728794,"Toronto--St. Paul's","Toronto--St. Paul's","Toronto--St. Paul's","Ontario"
"185",-79.3081150989589,43.7964887957738,"Scarborough--Agincourt","Scarborough--Agincourt","Scarborough--Agincourt","Ontario"
"186",-79.2765826237139,43.7527680870408,"Scarborough Centre","Scarborough Centre / Scarborough-Centre","Scarborough-Centre","Ontario"
"187",-79.659292958581,43.5809829054988,"Mississauga Centre","Mississauga Centre / Mississauga-Centre","Mississauga-Centre","Ontario"
"188",-79.7082894620926,43.5452882688448,"Mississauga--Erin Mills","Mississauga--Erin Mills","Mississauga--Erin Mills","Ontario"
"189",-79.6968993557153,45.5066105323261,"Parry Sound--Muskoka","Parry Sound--Muskoka","Parry Sound--Muskoka","Ontario"
"190",-80.9049104682201,43.6272876487472,"Perth--Wellington","Perth--Wellington","Perth--Wellington","Ontario"
"191",-78.1990448612956,44.6111973577634,"Peterborough--Kawartha","Peterborough--Kawartha","Peterborough--Kawartha","Ontario"
"192",-79.1619532357938,44.0443247653162,"Pickering--Uxbridge","Pickering--Uxbridge","Pickering--Uxbridge","Ontario"
"193",-77.5451811932169,45.6798464292452,"Renfrew--Nipissing--Pembroke","Renfrew--Nipissing--Pembroke","Renfrew--Nipissing--Pembroke","Ontario"
"194",-75.7068580099802,45.1744885984286,"Carleton","Carleton","Carleton","Ontario"
"195",-79.2363244990848,43.1778585199121,"St. Catharines","St. Catharines","St. Catharines","Ontario"
"196",-82.2422938968257,42.864527496657,"Sarnia--Lambton","Sarnia--Lambton","Sarnia--Lambton","Ontario"
"197",-84.1782376557823,46.926153632315,"Sault Ste. Marie","Sault Ste. Marie","Sault Ste. Marie","Ontario"
"198",-79.2147208543809,43.7659510768401,"Scarborough--Guildwood","Scarborough--Guildwood","Scarborough--Guildwood","Ontario"
"199",-91.3461054741454,48.8301753751028,"Thunder Bay--Rainy River","Thunder Bay--Rainy River","Thunder Bay--Rainy River","Ontario"
"200",-79.2546580818733,43.8096516196731,"Scarborough North","Scarborough North / Scarborough-Nord","Scarborough-Nord","Ontario"
"201",-79.1769345533875,43.8057262434697,"Scarborough--Rouge Park","Scarborough--Rouge Park","Scarborough--Rouge Park","Ontario"
"202",-79.2600151007421,43.7136790976531,"Scarborough Southwest","Scarborough Southwest / Scarborough-Sud-Ouest","Scarborough-Sud-Ouest","Ontario"
"203",-80.022116395394,44.2902917904636,"Simcoe--Grey","Simcoe--Grey","Simcoe--Grey","Ontario"
"204",-79.5369697223794,44.6731409425217,"Simcoe North","Simcoe North / Simcoe-Nord","Simcoe-Nord","Ontario"
"205",-79.3975971024274,43.6428874720559,"Spadina--Fort York","Spadina--Fort York","Spadina--Fort York","Ontario"
"206",-75.0126897580858,45.1024971561655,"Stormont--Dundas--South Glengarry","Stormont--Dundas--South Glengarry","Stormont--Dundas--South Glengarry","Ontario"
"207",-81.29443531246,46.4065968464308,"Sudbury","Sudbury","Sudbury","Ontario"
"208",-79.4778259595008,43.811755147723,"Thornhill","Thornhill","Thornhill","Ontario"
"209",-75.7768764894558,45.2722179712971,"Nepean","Nepean","Nepean","Ontario"
"210",-79.4588029562429,44.0401422094102,"Newmarket--Aurora","Newmarket--Aurora","Newmarket--Aurora","Ontario"
"211",-114.042010190898,50.9088308388896,"Calgary Midnapore","Calgary Midnapore","Calgary Midnapore","Alberta"
"212",-114.100348413598,51.1372204874172,"Calgary Nose Hill","Calgary Nose Hill","Calgary Nose Hill","Alberta"
"213",-114.189753664143,51.1533454095904,"Calgary Rocky Ridge","Calgary Rocky Ridge","Calgary Rocky Ridge","Alberta"
"214",-113.940374166456,50.9444596710078,"Calgary Shepard","Calgary Shepard","Calgary Shepard","Alberta"
"215",-114.200015698053,51.0547392768759,"Calgary Signal Hill","Calgary Signal Hill","Calgary Signal Hill","Alberta"
"216",-113.993856523396,51.1440952180151,"Calgary Skyview","Calgary Skyview","Calgary Skyview","Alberta"
"217",-79.7681598409065,43.4456462209388,"Oakville North--Burlington","Oakville North--Burlington / Oakville-Nord--Burlington","Oakville-Nord--Burlington","Ontario"
"218",-78.8555961950503,43.8969461735396,"Oshawa","Oshawa","Oshawa","Ontario"
"219",-113.562539257366,53.4551650864644,"Edmonton Riverbend","Edmonton Riverbend","Edmonton Riverbend","Alberta"
"220",-113.453485503447,53.512879742281,"Edmonton Strathcona","Edmonton Strathcona","Edmonton Strathcona","Alberta"
"221",-113.651171180788,53.5061970880575,"Edmonton West","Edmonton West / Edmonton-Ouest","Edmonton-Ouest","Alberta"
"222",-113.849760341189,53.0603592679751,"Edmonton--Wetaskiwin","Edmonton--Wetaskiwin","Edmonton--Wetaskiwin","Alberta"
"223",-114.166987993534,50.1345827011367,"Foothills","Foothills","Foothills","Alberta"
"224",-112.143077996644,57.3863272606996,"Fort McMurray--Cold Lake","Fort McMurray--Cold Lake","Fort McMurray--Cold Lake","Alberta"
"225",-118.130564877928,57.7770688150035,"Grande Prairie--Mackenzie","Grande Prairie--Mackenzie","Grande Prairie--Mackenzie","Alberta"
"226",-111.777878005051,54.0113041909413,"Lakeland","Lakeland","Lakeland","Alberta"
"227",-112.767591873951,49.8437671075107,"Lethbridge","Lethbridge","Lethbridge","Alberta"
"228",-111.329247121163,49.6601633829905,"Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner","Medicine Hat--Cardston--Warner","Alberta"
"229",-75.6381891612824,45.4442414492355,"Ottawa--Vanier","Ottawa--Vanier","Ottawa--Vanier","Ontario"
"230",-79.467219800916,43.650111642339,"Parkdale--High Park","Parkdale--High Park","Parkdale--High Park","Ontario"
"231",-87.9747991270777,49.9560842288585,"Thunder Bay--Superior North","Thunder Bay--Superior North / Thunder Bay--Supérieur-Nord","Thunder Bay--Supérieur-Nord","Ontario"
"232",-83.3289784504071,51.8042834598469,"Timmins--James Bay","Timmins--James Bay / Timmins--Baie James","Timmins--Baie James","Ontario"
"233",-115.760573133855,56.1828543159803,"Peace River--Westlock","Peace River--Westlock","Peace River--Westlock","Alberta"
"234",-114.021013427137,51.8959527610609,"Red Deer--Mountain View","Red Deer--Mountain View","Red Deer--Mountain View","Alberta"
"235",-113.814710152596,52.5727785811,"Red Deer--Lacombe","Red Deer--Lacombe","Red Deer--Lacombe","Alberta"
"236",-113.613189854731,53.6222833882403,"St. Albert--Edmonton","St. Albert--Edmonton","St. Albert--Edmonton","Alberta"
"237",-113.102088583933,53.5728468129595,"Sherwood Park--Fort Saskatchewan","Sherwood Park--Fort Saskatchewan","Sherwood Park--Fort Saskatchewan","Alberta"
"238",-113.803729876776,53.7478503711659,"Sturgeon River--Parkland","Sturgeon River--Parkland","Sturgeon River--Parkland","Alberta"
"239",-79.3700543558965,43.6601268448221,"Toronto Centre","Toronto Centre / Toronto-Centre","Toronto-Centre","Ontario"
"240",-79.3398909213851,43.6686226596422,"Toronto--Danforth","Toronto--Danforth","Toronto--Danforth","Ontario"
"241",-79.3943122167717,43.6711409789719,"University--Rosedale","University--Rosedale","University--Rosedale","Ontario"
"242",-79.6011941454649,43.79860316139,"Vaughan--Woodbridge","Vaughan--Woodbridge","Vaughan--Woodbridge","Ontario"
"243",-80.5351930531598,43.4804034292713,"Waterloo","Waterloo","Waterloo","Ontario"
"244",-80.1975407306082,43.6401670968233,"Wellington--Halton Hills","Wellington--Halton Hills","Wellington--Halton Hills","Ontario"
"245",-78.9652496476547,43.9330873862131,"Whitby","Whitby","Whitby","Ontario"
"246",-79.4164810730661,43.7768890590297,"Willowdale","Willowdale","Willowdale","Ontario"
"247",-82.9295926327289,42.2602016297455,"Windsor--Tecumseh","Windsor--Tecumseh","Windsor--Tecumseh","Ontario"
"248",-83.0279560641816,42.2772944522759,"Windsor West","Windsor West / Windsor-Ouest","Windsor-Ouest","Ontario"
"249",-79.4677712350556,43.7525519347535,"York Centre","York Centre / York-Centre","York-Centre","Ontario"
"250",-79.4231394583293,44.2372126463409,"York--Simcoe","York--Simcoe","York--Simcoe","Ontario"
"251",-79.49334009774,43.6949394149079,"York South--Weston","York South--Weston / York-Sud--Weston","York-Sud--Weston","Ontario"
"252",-79.5301925313896,43.7507497627839,"Humber River--Black Creek","Humber River--Black Creek","Humber River--Black Creek","Ontario"
"253",-100.166744954264,49.4438353402045,"Brandon--Souris","Brandon--Souris","Brandon--Souris","Manitoba"
"254",-97.3387638892515,49.8679128786217,"Charleswood--St. James--Assiniboia--Headingley","Charleswood--St. James--Assiniboia--Headingley","Charleswood--St. James--Assiniboia--Headingley","Manitoba"
"255",-97.0755543738367,49.8515781815911,"Saint Boniface--Saint Vital","Saint Boniface--Saint Vital / Saint-Boniface--Saint-Vital","Saint-Boniface--Saint-Vital","Manitoba"
"256",-97.1804768040182,49.8996464161988,"Winnipeg Centre","Winnipeg Centre / Winnipeg-Centre","Winnipeg-Centre","Manitoba"
"257",-97.0926226466741,55.939234811115,"Churchill--Keewatinook Aski","Churchill--Keewatinook Aski","Churchill--Keewatinook Aski","Manitoba"
"258",-100.292885651771,51.2771928647483,"Dauphin--Swan River--Neepawa","Dauphin--Swan River--Neepawa","Dauphin--Swan River--Neepawa","Manitoba"
"259",-97.037475345281,49.9044842814911,"Elmwood--Transcona","Elmwood--Transcona","Elmwood--Transcona","Manitoba"
"260",-97.0874697924542,49.9929555579942,"Kildonan--St. Paul","Kildonan--St. Paul","Kildonan--St. Paul","Manitoba"
"261",-98.0587686261675,49.547877968271,"Portage--Lisgar","Portage--Lisgar","Portage--Lisgar","Manitoba"
"262",-96.1301326488333,49.5630786541898,"Provencher","Provencher","Provencher","Manitoba"
"263",-97.361021047046,50.6736755337486,"Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman","Selkirk--Interlake--Eastman","Manitoba"
"264",-97.1449591328037,49.7799789522406,"Winnipeg South","Winnipeg South / Winnipeg-Sud","Winnipeg-Sud","Manitoba"
"265",-97.1792225149518,49.8490793042947,"Winnipeg South Centre","Winnipeg South Centre / Winnipeg-Centre-Sud","Winnipeg-Centre-Sud","Manitoba"
"266",-109.037401850395,52.7481165160386,"Battlefords--Lloydminster","Battlefords--Lloydminster","Battlefords--Lloydminster","Saskatchewan"
"267",-108.009192876926,50.1586444749706,"Cypress Hills--Grasslands","Cypress Hills--Grasslands","Cypress Hills--Grasslands","Saskatchewan"
"268",-105.935680227796,56.7124734995131,"Desnethé--Missinippi--Churchill River","Desnethé--Missinippi--Churchill River / Desnethé--Missinippi--Rivière Churchill","Desnethé--Missinippi--Rivière Churchill","Saskatchewan"
"269",-106.960537313332,52.2839651550776,"Carlton Trail--Eagle Creek","Carlton Trail--Eagle Creek /Sentier Carlton--Eagle Creek","Sentier Carlton--Eagle Creek","Saskatchewan"
"270",-105.516029700182,51.1127537419652,"Moose Jaw--Lake Centre--Lanigan","Moose Jaw--Lake Centre--Lanigan","Moose Jaw--Lake Centre--Lanigan","Saskatchewan"
